주차장명,주차면수,연월일,입차대수,출차대수,피크시간
도봉산역,364,2022-09-28,429,447,11
학여울역,180,2022-09-28,125,119,13
사당노외,183,2022-09-28,431,433,21
종묘,1617,2022-09-28,1564,1570,13
천왕역,328,2022-09-28,400,392,13
개화역,483,2022-09-28,414,402,12
마포유수지,503,2022-09-28,897,918,19
세종로,1260,2022-09-28,885,892,20
신대방역,60,2022-09-28,157,168,16
동대문,1092,2022-09-28,1703,1766,0
천호역,1432,2022-09-28,1735,1747,12
용산주차빌딩,561,2022-09-28,406,411,15
신천유수지,192,2022-09-28,229,224,12
신방화역,199,2022-09-28,197,203,17
훈련원공원,873,2022-09-28,986,991,13
가양라이품,38,2022-09-28,40,39,15
남산예장,40,2022-09-28,140,139,12
장안1동,74,2022-09-28,75,80,5
신월4동,46,2022-09-28,21,17,17
암사1동,99,2022-09-28,87,85,22
장안2동,80,2022-09-28,58,58,23
웃우물,79,2022-09-28,53,54,23
잠실역,346,2022-09-29,636,627,15
구로디지털단지역,92,2022-09-29,168,189,20
개화산역,321,2022-09-29,360,360,15
수서역북,568,2022-09-29,609,621,14
수서역남,69,2022-09-29,98,129,13
복정역,362,2022-09-29,364,362,16
한강진역,176,2022-09-29,456,461,14
서울글로벌센터,38,2022-09-29,73,74,10
구파발역,399,2022-09-29,617,575,13
신설동,79,2022-09-29,213,229,13
영등포구청역,137,2022-09-29,233,233,12
적선노외,30,2022-09-29,113,137,20
도봉산역,364,2022-09-29,449,462,13
학여울역,180,2022-09-29,172,174,16
사당노외,183,2022-09-29,482,493,20
종묘,1617,2022-09-29,1497,1507,15
천왕역,328,2022-09-29,409,425,13
개화역,483,2022-09-29,356,348,13
마포유수지,503,2022-09-29,792,834,20
세종로,1260,2022-09-29,731,744,15
신대방역,60,2022-09-29,150,156,21
동대문,1092,2022-09-29,1753,1717,0
천호역,1432,2022-09-29,1717,1735,12
용산주차빌딩,561,2022-09-29,391,402,17
신천유수지,192,2022-09-29,223,229,15
신방화역,199,2022-09-29,186,190,14
훈련원공원,873,2022-09-29,942,943,13
가양라이품,38,2022-09-29,42,43,14
남산예장,40,2022-09-29,140,139,13
장안1동,74,2022-09-29,60,57,20
신월4동,46,2022-09-29,15,18,12
암사1동,99,2022-09-29,82,82,3
장안2동,80,2022-09-29,51,51,23
웃우물,79,2022-09-29,51,49,23
잠실역,346,2022-09-30,728,737,14
구로디지털단지역,92,2022-09-30,188,170,20
개화산역,321,2022-09-30,357,351,16
수서역북,568,2022-09-30,551,571,12
수서역남,69,2022-09-30,90,101,15
복정역,362,2022-09-30,400,412,16
한강진역,176,2022-09-30,432,420,15
서울글로벌센터,38,2022-09-30,69,71,14
구파발역,399,2022-09-30,687,649,12
신설동,79,2022-09-30,235,244,14
영등포구청역,137,2022-09-30,224,225,12
적선노외,30,2022-09-30,104,121,9
도봉산역,364,2022-09-30,445,458,13
학여울역,180,2022-09-30,182,188,12
사당노외,183,2022-09-30,521,502,20
종묘,1617,2022-09-30,1569,1618,15
천왕역,328,2022-09-30,385,382,15
개화역,483,2022-09-30,349,361,16
마포유수지,503,2022-09-30,805,810,19
세종로,1260,2022-09-30,1081,1081,20
신대방역,60,2022-09-30,196,195,17
동대문,1092,2022-09-30,811,1673,1
천호역,1432,2022-09-30,1851,1859,11
용산주차빌딩,561,2022-09-30,398,399,13
신천유수지,192,2022-09-30,234,232,15
신방화역,199,2022-09-30,196,211,12
훈련원공원,873,2022-09-30,926,962,13
가양라이품,38,2022-09-30,32,37,13
남산예장,40,2022-09-30,133,133,18
장안1동,74,2022-09-30,61,68,7
신월4동,46,2022-09-30,15,15,16
암사1동,99,2022-09-30,83,77,21
장안2동,80,2022-09-30,49,62,23
웃우물,79,2022-09-30,65,70,23
잠실역,346,2022-10-01,1057,1076,16
구로디지털단지역,92,2022-10-01,210,209,16
개화산역,321,2022-10-01,200,226,10
수서역북,568,2022-10-01,260,273,4
수서역남,69,2022-10-01,69,82,12
복정역,362,2022-10-01,272,283,16
한강진역,176,2022-10-01,532,534,19
서울글로벌센터,38,2022-10-01,6,7,15
구파발역,399,2022-10-01,491,471,13
신설동,79,2022-10-01,238,251,14
영등포구청역,137,2022-10-01,85,87,11
적선노외,30,2022-10-01,89,108,17
도봉산역,364,2022-10-01,424,439,14
학여울역,180,2022-10-01,155,182,11
사당노외,183,2022-10-01,503,528,20
종묘,1617,2022-10-01,1703,1733,16
천왕역,328,2022-10-01,199,215,15
개화역,483,2022-10-01,133,146,16
마포유수지,503,2022-10-01,585,614,19
세종로,1260,2022-10-01,1077,1102,16
신대방역,60,2022-10-01,207,207,15
동대문,1092,2022-10-01,478,501,15
천호역,1432,2022-10-01,1896,1918,13
용산주차빌딩,561,2022-10-01,105,122,16
신천유수지,192,2022-10-01,128,148,12
신방화역,199,2022-10-01,152,154,11
훈련원공원,873,2022-10-01,329,356,13
가양라이품,38,2022-10-01,11,13,13
남산예장,40,2022-10-01,151,151,12
장안1동,74,2022-10-01,58,58,19
신월4동,46,2022-10-01,10,9,10
암사1동,99,2022-10-01,74,68,22
장안2동,80,2022-10-01,38,33,23
웃우물,79,2022-10-01,54,56,23
잠실역,346,2022-10-02,997,1001,17
구로디지털단지역,92,2022-10-02,191,189,18
개화산역,321,2022-10-02,121,128,13
수서역북,568,2022-10-02,207,218,1
수서역남,69,2022-10-02,52,68,11
복정역,362,2022-10-02,392,393,12
한강진역,176,2022-10-02,528,547,18
서울글로벌센터,38,2022-10-02,0,0,23
구파발역,399,2022-10-02,359,335,14
신설동,79,2022-10-02,228,217,14
영등포구청역,137,2022-10-02,55,41,11
적선노외,30,2022-10-02,72,95,12
도봉산역,364,2022-10-02,290,301,13
학여울역,180,2022-10-02,122,126,16
사당노외,183,2022-10-02,328,330,20
종묘,1617,2022-10-02,1298,1361,15
천왕역,328,2022-10-02,128,132,12
개화역,483,2022-10-02,74,89,17
마포유수지,503,2022-10-02,346,377,14
세종로,1260,2022-10-02,1412,1431,19
신대방역,60,2022-10-02,123,137,14
동대문,1092,2022-10-02,1385,663,0
천호역,1432,2022-10-02,1296,1324,13
용산주차빌딩,561,2022-10-02,31,34,7
신천유수지,192,2022-10-02,109,120,16
신방화역,199,2022-10-02,102,107,12
훈련원공원,873,2022-10-02,157,155,14
가양라이품,38,2022-10-02,10,10,15
남산예장,40,2022-10-02,150,150,12
장안1동,74,2022-10-02,44,45,5
신월4동,46,2022-10-02,12,7,0
암사1동,99,2022-10-02,70,74,11
장안2동,80,2022-10-02,21,26,23
웃우물,79,2022-10-02,27,28,23
잠실역,346,2022-10-03,745,752,16
구로디지털단지역,92,2022-10-03,150,165,18
개화산역,321,2022-10-03,141,134,16
수서역북,568,2022-10-03,180,180,0
수서역남,69,2022-10-03,38,56,10
복정역,362,2022-10-03,124,124,15
한강진역,176,2022-10-03,504,515,19
서울글로벌센터,38,2022-10-03,6,10,10
구파발역,399,2022-10-03,369,354,17
신설동,79,2022-10-03,166,170,13
영등포구청역,137,2022-10-03,66,64,14
적선노외,30,2022-10-03,67,65,14
도봉산역,364,2022-10-03,173,164,14
학여울역,180,2022-10-03,50,46,20
사당노외,183,2022-10-03,281,302,19
종묘,1617,2022-10-03,925,920,14
천왕역,328,2022-10-03,143,138,13
개화역,483,2022-10-03,81,90,13
마포유수지,503,2022-10-03,422,410,19
세종로,1260,2022-10-03,1053,1062,15
신대방역,60,2022-10-03,124,123,18
동대문,1092,2022-10-03,1577,1544,0
천호역,1432,2022-10-03,1002,1013,17
용산주차빌딩,561,2022-10-03,53,48,14
신천유수지,192,2022-10-03,63,68,17
신방화역,199,2022-10-03,118,107,14
훈련원공원,873,2022-10-03,398,383,13
가양라이품,38,2022-10-03,6,6,15
남산예장,40,2022-10-03,147,146,17
장안1동,74,2022-10-03,55,43,0
신월4동,46,2022-10-03,11,6,20
암사1동,99,2022-10-03,61,47,0
장안2동,80,2022-10-03,38,33,23
웃우물,79,2022-10-03,30,25,23
잠실역,346,2022-10-04,605,595,15
구로디지털단지역,92,2022-10-04,172,179,20
개화산역,321,2022-10-04,367,360,11
수서역북,568,2022-10-04,625,610,12
수서역남,69,2022-10-04,102,128,14
복정역,362,2022-10-04,396,388,15
한강진역,176,2022-10-04,322,316,15
서울글로벌센터,38,2022-10-04,93,94,15
구파발역,399,2022-10-04,724,673,13
신설동,79,2022-10-04,137,142,13
영등포구청역,137,2022-10-04,219,209,14
적선노외,30,2022-10-04,58,78,20
도봉산역,364,2022-10-04,430,435,15
학여울역,180,2022-10-04,114,104,11
사당노외,183,2022-10-04,399,382,19
종묘,1617,2022-10-04,1555,1518,14
천왕역,328,2022-10-04,446,438,13
개화역,483,2022-10-04,416,411,12
마포유수지,503,2022-10-04,898,873,19
세종로,1260,2022-10-04,758,748,16
신대방역,60,2022-10-04,177,182,17
동대문,1092,2022-10-04,1949,1793,0
천호역,1432,2022-10-04,1722,1677,11
용산주차빌딩,561,2022-10-04,421,405,12
신천유수지,192,2022-10-04,230,236,15
신방화역,199,2022-10-04,207,210,14
훈련원공원,873,2022-10-04,993,978,14
가양라이품,38,2022-10-04,42,42,15
남산예장,40,2022-10-04,137,135,17
장안1동,74,2022-10-04,55,77,4
신월4동,46,2022-10-04,18,20,8
암사1동,99,2022-10-04,83,86,5
장안2동,80,2022-10-04,59,58,23
웃우물,79,2022-10-04,47,43,23
잠실역,346,2022-10-05,641,636,15
구로디지털단지역,92,2022-10-05,187,201,18
개화산역,321,2022-10-05,386,394,12
수서역북,568,2022-10-05,622,630,12
수서역남,69,2022-10-05,108,132,15
복정역,362,2022-10-05,390,391,15
한강진역,176,2022-10-05,393,402,13
서울글로벌센터,38,2022-10-05,65,81,10
구파발역,399,2022-10-05,664,622,15
신설동,79,2022-10-05,221,217,15
영등포구청역,137,2022-10-05,207,203,12
적선노외,30,2022-10-05,115,114,22
도봉산역,364,2022-10-05,455,458,15
학여울역,180,2022-10-05,120,122,13
사당노외,183,2022-10-05,422,438,19
종묘,1617,2022-10-05,1534,1543,13
천왕역,328,2022-10-05,399,410,13
개화역,483,2022-10-05,392,403,12
마포유수지,503,2022-10-05,813,845,20
세종로,1260,2022-10-05,1095,1107,20
신대방역,60,2022-10-05,177,181,20
동대문,1092,2022-10-05,1853,1952,1
천호역,1432,2022-10-05,1736,1744,12
용산주차빌딩,561,2022-10-05,413,412,15
신천유수지,192,2022-10-05,232,233,15
신방화역,199,2022-10-05,206,197,14
훈련원공원,873,2022-10-05,982,983,13
가양라이품,38,2022-10-05,42,41,18
남산예장,40,2022-10-05,139,139,12
장안1동,74,2022-10-05,55,55,4
신월4동,46,2022-10-05,40,23,6
암사1동,99,2022-10-05,84,74,0
장안2동,80,2022-10-05,55,55,23
웃우물,79,2022-10-05,54,58,23
잠실역,346,2022-10-06,664,664,14
구로디지털단지역,92,2022-10-06,191,178,19
개화산역,321,2022-10-06,402,401,13
수서역북,568,2022-10-06,620,622,13
수서역남,69,2022-10-06,107,124,13
복정역,362,2022-10-06,397,413,13
한강진역,176,2022-10-06,436,444,14
서울글로벌센터,38,2022-10-06,77,87,13
구파발역,399,2022-10-06,680,647,15
신설동,79,2022-10-06,243,244,14
영등포구청역,137,2022-10-06,228,225,13
적선노외,30,2022-10-06,135,173,20
도봉산역,364,2022-10-06,444,460,14
학여울역,180,2022-10-06,203,207,13
사당노외,183,2022-10-06,446,432,20
종묘,1617,2022-10-06,1585,1578,14
천왕역,328,2022-10-06,427,418,13
개화역,483,2022-10-06,410,380,13
마포유수지,503,2022-10-06,856,868,19
세종로,1260,2022-10-06,856,882,20
신대방역,60,2022-10-06,174,176,16
동대문,1092,2022-10-06,1951,1944,0
천호역,1432,2022-10-06,1695,1705,15
용산주차빌딩,561,2022-10-06,409,412,16
신천유수지,192,2022-10-06,238,241,15
신방화역,199,2022-10-06,191,194,14
훈련원공원,873,2022-10-06,983,989,13
가양라이품,38,2022-10-06,43,44,15
남산예장,40,2022-10-06,138,138,16
장안1동,74,2022-10-06,66,70,4
신월4동,46,2022-10-06,39,37,9
암사1동,99,2022-10-06,87,89,4
장안2동,80,2022-10-06,47,51,23
웃우물,79,2022-10-06,58,56,23
잠실역,346,2022-10-07,784,789,15
구로디지털단지역,92,2022-10-07,188,185,20
개화산역,321,2022-10-07,328,342,10
수서역북,568,2022-10-07,548,563,12
수서역남,69,2022-10-07,89,120,13
복정역,362,2022-10-07,426,434,15
한강진역,176,2022-10-07,450,436,16
서울글로벌센터,38,2022-10-07,75,79,11
구파발역,399,2022-10-07,673,638,12
신설동,79,2022-10-07,221,226,14
영등포구청역,137,2022-10-07,225,226,13
적선노외,30,2022-10-07,125,132,22
도봉산역,364,2022-10-07,438,449,13
학여울역,180,2022-10-07,182,185,13
사당노외,183,2022-10-07,518,513,20
종묘,1617,2022-10-07,1681,1734,13
천왕역,328,2022-10-07,411,414,12
개화역,483,2022-10-07,341,339,16
마포유수지,503,2022-10-07,853,882,20
세종로,1260,2022-10-07,1000,998,20
신대방역,60,2022-10-07,197,208,13
동대문,1092,2022-10-07,895,1770,1
천호역,1432,2022-10-07,1799,1852,14
용산주차빌딩,561,2022-10-07,389,407,14
신천유수지,192,2022-10-07,215,238,12
신방화역,199,2022-10-07,200,218,12
훈련원공원,873,2022-10-07,920,942,13
가양라이품,38,2022-10-07,45,43,12
남산예장,40,2022-10-07,137,136,17
장안1동,74,2022-10-07,76,67,0
신월4동,46,2022-10-07,15,18,12
암사1동,99,2022-10-07,90,89,5
장안2동,80,2022-10-07,53,53,23
웃우물,79,2022-10-07,52,56,23
잠실역,346,2022-10-08,1180,1194,16
구로디지털단지역,92,2022-10-08,213,213,19
개화산역,321,2022-10-08,193,201,19
수서역북,568,2022-10-08,312,356,12
수서역남,69,2022-10-08,104,153,12
복정역,362,2022-10-08,254,249,18
한강진역,176,2022-10-08,594,582,19
서울글로벌센터,38,2022-10-08,14,17,13
구파발역,399,2022-10-08,538,518,16
신설동,79,2022-10-08,224,228,16
영등포구청역,137,2022-10-08,151,154,20
적선노외,30,2022-10-08,128,175,22
도봉산역,364,2022-10-08,502,503,14
학여울역,180,2022-10-08,164,175,15
사당노외,183,2022-10-08,549,571,19
종묘,1617,2022-10-08,1561,1583,15
천왕역,328,2022-10-08,170,181,13
개화역,483,2022-10-08,212,205,19
마포유수지,503,2022-10-08,780,811,20
세종로,1260,2022-10-08,1376,1400,16
신대방역,60,2022-10-08,167,168,20
동대문,1092,2022-10-08,480,462,13
천호역,1432,2022-10-08,1761,1742,14
용산주차빌딩,561,2022-10-08,114,128,17
신천유수지,192,2022-10-08,127,135,11
신방화역,199,2022-10-08,157,166,12
훈련원공원,873,2022-10-08,336,355,14
가양라이품,38,2022-10-08,17,22,15
남산예장,40,2022-10-08,153,153,7
장안1동,74,2022-10-08,68,70,8
신월4동,46,2022-10-08,13,12,12
암사1동,99,2022-10-08,71,66,0
장안2동,80,2022-10-08,41,43,23
웃우물,79,2022-10-08,28,33,23
잠실역,346,2022-10-09,1035,1041,16
구로디지털단지역,92,2022-10-09,188,197,20
개화산역,321,2022-10-09,124,137,13
수서역북,568,2022-10-09,204,191,21
수서역남,69,2022-10-09,56,89,13
복정역,362,2022-10-09,340,352,12
한강진역,176,2022-10-09,533,563,18
서울글로벌센터,38,2022-10-09,11,11,14
구파발역,399,2022-10-09,300,294,15
신설동,79,2022-10-09,229,230,11
영등포구청역,137,2022-10-09,79,60,15
적선노외,30,2022-10-09,56,71,23
도봉산역,364,2022-10-09,188,188,14
학여울역,180,2022-10-09,311,312,15
사당노외,183,2022-10-09,334,342,19
종묘,1617,2022-10-09,994,1016,15
천왕역,328,2022-10-09,103,105,12
개화역,483,2022-10-09,73,80,14
마포유수지,503,2022-10-09,299,322,19
세종로,1260,2022-10-09,1081,1083,16
신대방역,60,2022-10-09,139,148,15
동대문,1092,2022-10-09,1349,583,0
천호역,1432,2022-10-09,1422,1486,13
용산주차빌딩,561,2022-10-09,36,36,1
신천유수지,192,2022-10-09,121,115,16
신방화역,199,2022-10-09,115,110,12
훈련원공원,873,2022-10-09,129,126,16
가양라이품,38,2022-10-09,7,6,15
남산예장,40,2022-10-09,150,149,11
장안1동,74,2022-10-09,59,62,5
신월4동,46,2022-10-09,8,7,8
암사1동,99,2022-10-09,64,69,6
장안2동,80,2022-10-09,24,22,23
웃우물,79,2022-10-09,30,25,23
잠실역,346,2022-10-10,911,917,15
구로디지털단지역,92,2022-10-10,176,189,17
개화산역,321,2022-10-10,147,145,14
수서역북,568,2022-10-10,214,215,1
수서역남,69,2022-10-10,64,103,15
복정역,362,2022-10-10,125,135,17
한강진역,176,2022-10-10,552,556,17
서울글로벌센터,38,2022-10-10,9,17,14
구파발역,399,2022-10-10,339,331,14
신설동,79,2022-10-10,217,221,14
영등포구청역,137,2022-10-10,86,80,14
적선노외,30,2022-10-10,92,97,19
도봉산역,364,2022-10-10,223,229,13
학여울역,180,2022-10-10,58,50,21
사당노외,183,2022-10-10,257,268,19
종묘,1617,2022-10-10,1356,1350,14
천왕역,328,2022-10-10,151,153,12
개화역,483,2022-10-10,72,96,13
마포유수지,503,2022-10-10,517,523,14
세종로,1260,2022-10-10,662,683,14
신대방역,60,2022-10-10,128,136,20
동대문,1092,2022-10-10,1898,1859,0
천호역,1432,2022-10-10,1151,1139,17
용산주차빌딩,561,2022-10-10,64,56,13
신천유수지,192,2022-10-10,84,89,14
신방화역,199,2022-10-10,110,118,11
훈련원공원,873,2022-10-10,450,435,12
가양라이품,38,2022-10-10,7,10,15
남산예장,40,2022-10-10,148,147,12
장안1동,74,2022-10-10,48,46,11
신월4동,46,2022-10-10,15,10,8
암사1동,99,2022-10-10,62,59,18
장안2동,80,2022-10-10,35,32,23
웃우물,79,2022-10-10,33,29,23
잠실역,346,2022-10-11,602,594,13
구로디지털단지역,92,2022-10-11,172,165,19
개화산역,321,2022-10-11,370,366,16
수서역북,568,2022-10-11,670,651,11
수서역남,69,2022-10-11,117,154,13
복정역,362,2022-10-11,388,388,13
한강진역,176,2022-10-11,353,361,14
서울글로벌센터,38,2022-10-11,82,83,16
구파발역,399,2022-10-11,623,588,15
신설동,79,2022-10-11,163,166,13
영등포구청역,137,2022-10-11,223,217,12
적선노외,30,2022-10-11,94,103,19
도봉산역,364,2022-10-11,443,435,15
학여울역,180,2022-10-11,121,114,12
사당노외,183,2022-10-11,423,401,19
종묘,1617,2022-10-11,1583,1550,14
천왕역,328,2022-10-11,464,454,13
개화역,483,2022-10-11,397,393,13
마포유수지,503,2022-10-11,790,769,19
세종로,1260,2022-10-11,1056,1038,19
신대방역,60,2022-10-11,155,150,16
동대문,1092,2022-10-11,2052,1988,0
천호역,1432,2022-10-11,1761,1735,11
용산주차빌딩,561,2022-10-11,421,393,18
신천유수지,192,2022-10-11,230,236,15
신방화역,199,2022-10-11,205,203,11
훈련원공원,873,2022-10-11,976,954,14
가양라이품,38,2022-10-11,45,44,17
남산예장,40,2022-10-11,138,138,12
장안1동,74,2022-10-11,75,87,6
신월4동,46,2022-10-11,15,17,9
암사1동,99,2022-10-11,87,88,4
장안2동,80,2022-10-11,59,54,23
웃우물,79,2022-10-11,39,42,23
잠실역,346,2022-10-12,663,654,13
구로디지털단지역,92,2022-10-12,164,174,20
개화산역,321,2022-10-12,393,398,13
수서역북,568,2022-10-12,657,660,16
수서역남,69,2022-10-12,135,198,13
