주차장명,주차면수,연월일,입차대수,출차대수,피크시간
신대방역,60,2023-02-06,151,152,20
동대문,1092,2023-02-06,1821,1667,0
천호역,1432,2023-02-06,1959,1947,11
용산주차빌딩,561,2023-02-06,406,387,13
신천유수지,192,2023-02-06,232,242,16
신방화역,199,2023-02-06,217,213,11
훈련원공원,873,2023-02-06,951,933,14
가양라이품,38,2023-02-06,35,30,15
남산예장,40,2023-02-06,175,175,8
장안1동,74,2023-02-06,61,70,4
신월4동,46,2023-02-06,18,23,12
암사1동,99,2023-02-06,101,96,0
동구로,71,2023-02-06,25,29,4
장안2동,80,2023-02-06,47,49,23
웃우물,79,2023-02-06,47,45,23
잠실역,346,2023-02-07,599,605,16
구로디지털단지역,92,2023-02-07,191,194,19
개화산역,321,2023-02-07,385,379,12
수서역북,568,2023-02-07,633,640,12
수서역남,69,2023-02-07,99,104,10
복정역,362,2023-02-07,388,392,15
한강진역,176,2023-02-07,351,356,15
서울글로벌센터,44,2023-02-07,70,75,15
구파발역,399,2023-02-07,688,648,15
신설동,79,2023-02-07,147,150,12
영등포구청역,137,2023-02-07,217,215,14
적선노외,30,2023-02-07,69,67,20
도봉산역,364,2023-02-07,405,407,14
학여울역,180,2023-02-07,93,95,16
사당노외,183,2023-02-07,430,424,20
종묘,1617,2023-02-07,1565,1563,15
천왕역,328,2023-02-07,384,385,13
개화역,483,2023-02-07,345,343,15
마포유수지,503,2023-02-07,884,904,19
세종로,1260,2023-02-07,849,858,19
신대방역,60,2023-02-07,138,151,16
동대문,1092,2023-02-07,1697,1796,1
천호역,1432,2023-02-07,1915,1898,14
용산주차빌딩,561,2023-02-07,412,423,15
신천유수지,192,2023-02-07,224,222,12
신방화역,199,2023-02-07,201,198,11
훈련원공원,873,2023-02-07,947,944,13
가양라이품,38,2023-02-07,36,34,16
남산예장,40,2023-02-07,168,167,12
장안1동,74,2023-02-07,83,79,23
신월4동,46,2023-02-07,23,18,12
암사1동,99,2023-02-07,90,89,3
동구로,71,2023-02-07,32,34,5
장안2동,80,2023-02-07,51,49,23
웃우물,79,2023-02-07,38,36,23
잠실역,346,2023-02-08,624,640,13
구로디지털단지역,92,2023-02-08,165,153,21
개화산역,321,2023-02-08,380,385,11
수서역북,568,2023-02-08,656,656,12
수서역남,69,2023-02-08,103,108,13
복정역,362,2023-02-08,412,409,15
한강진역,176,2023-02-08,415,421,15
서울글로벌센터,44,2023-02-08,74,77,16
구파발역,399,2023-02-08,721,669,15
신설동,79,2023-02-08,215,226,16
영등포구청역,137,2023-02-08,195,198,14
적선노외,30,2023-02-08,76,74,20
도봉산역,364,2023-02-08,424,413,11
학여울역,180,2023-02-08,105,106,13
사당노외,183,2023-02-08,446,455,20
종묘,1617,2023-02-08,1618,1620,13
천왕역,328,2023-02-08,406,404,13
개화역,483,2023-02-08,342,349,14
마포유수지,503,2023-02-08,848,869,20
세종로,1260,2023-02-08,715,718,15
신대방역,60,2023-02-08,175,176,18
동대문,1092,2023-02-08,1652,1639,0
천호역,1432,2023-02-08,1902,1917,13
용산주차빌딩,561,2023-02-08,412,418,17
신천유수지,192,2023-02-08,222,236,15
신방화역,199,2023-02-08,202,204,11
훈련원공원,873,2023-02-08,900,901,13
가양라이품,38,2023-02-08,29,29,16
남산예장,40,2023-02-08,168,168,12
장안1동,74,2023-02-08,63,70,6
신월4동,46,2023-02-08,17,19,12
암사1동,99,2023-02-08,77,75,6
동구로,71,2023-02-08,32,34,22
장안2동,80,2023-02-08,63,61,23
웃우물,79,2023-02-08,53,54,23
잠실역,346,2023-02-09,616,604,15
구로디지털단지역,92,2023-02-09,185,178,19
개화산역,321,2023-02-09,366,365,12
수서역북,568,2023-02-09,590,598,10
수서역남,69,2023-02-09,102,112,13
복정역,362,2023-02-09,397,405,15
한강진역,176,2023-02-09,419,415,14
서울글로벌센터,44,2023-02-09,62,67,15
구파발역,399,2023-02-09,669,647,13
신설동,79,2023-02-09,208,210,12
영등포구청역,137,2023-02-09,191,186,17
적선노외,30,2023-02-09,73,73,20
도봉산역,364,2023-02-09,428,437,15
학여울역,180,2023-02-09,198,200,12
사당노외,183,2023-02-09,425,435,20
종묘,1617,2023-02-09,1585,1590,13
천왕역,328,2023-02-09,405,412,14
개화역,483,2023-02-09,352,336,13
마포유수지,503,2023-02-09,828,843,20
세종로,1260,2023-02-09,794,807,20
신대방역,60,2023-02-09,153,155,16
동대문,1092,2023-02-09,1654,1693,0
천호역,1432,2023-02-09,1920,1965,11
용산주차빌딩,561,2023-02-09,401,398,17
신천유수지,192,2023-02-09,234,246,15
신방화역,199,2023-02-09,205,209,15
훈련원공원,873,2023-02-09,884,906,14
가양라이품,38,2023-02-09,38,42,14
남산예장,40,2023-02-09,180,179,18
장안1동,74,2023-02-09,76,66,0
신월4동,46,2023-02-09,26,22,12
암사1동,99,2023-02-09,83,85,5
동구로,71,2023-02-09,26,24,23
장안2동,80,2023-02-09,49,51,23
웃우물,79,2023-02-09,55,55,23
잠실역,346,2023-02-10,715,707,15
구로디지털단지역,92,2023-02-10,210,206,21
개화산역,321,2023-02-10,376,381,14
수서역북,568,2023-02-10,594,623,12
수서역남,69,2023-02-10,98,112,15
복정역,362,2023-02-10,369,375,15
한강진역,176,2023-02-10,426,435,15
서울글로벌센터,44,2023-02-10,69,77,15
구파발역,399,2023-02-10,770,736,11
신설동,79,2023-02-10,200,210,14
영등포구청역,137,2023-02-10,202,207,14
적선노외,30,2023-02-10,67,69,21
도봉산역,364,2023-02-10,427,428,13
학여울역,180,2023-02-10,155,160,15
사당노외,183,2023-02-10,474,457,19
종묘,1617,2023-02-10,1698,1739,14
천왕역,328,2023-02-10,387,380,12
개화역,483,2023-02-10,342,346,12
마포유수지,503,2023-02-10,814,820,20
세종로,1260,2023-02-10,820,839,20
신대방역,60,2023-02-10,176,178,14
동대문,1092,2023-02-10,711,1515,1
천호역,1432,2023-02-10,2065,2030,12
용산주차빌딩,561,2023-02-10,383,403,15
신천유수지,192,2023-02-10,232,239,14
신방화역,199,2023-02-10,181,177,11
훈련원공원,873,2023-02-10,818,845,13
가양라이품,38,2023-02-10,32,32,12
남산예장,40,2023-02-10,182,182,14
장안1동,74,2023-02-10,71,73,3
신월4동,46,2023-02-10,20,22,13
암사1동,99,2023-02-10,94,73,0
동구로,71,2023-02-10,32,35,3
장안2동,80,2023-02-10,55,62,23
웃우물,79,2023-02-10,53,59,23
잠실역,346,2023-02-11,960,977,16
구로디지털단지역,92,2023-02-11,226,235,19
개화산역,321,2023-02-11,164,165,14
수서역북,568,2023-02-11,300,326,10
수서역남,69,2023-02-11,63,76,9
복정역,362,2023-02-11,169,184,16
한강진역,176,2023-02-11,586,596,19
서울글로벌센터,44,2023-02-11,2,3,12
구파발역,399,2023-02-11,545,535,13
신설동,79,2023-02-11,218,227,15
영등포구청역,137,2023-02-11,84,86,22
적선노외,30,2023-02-11,48,55,19
도봉산역,364,2023-02-11,340,353,14
학여울역,180,2023-02-11,288,297,15
사당노외,183,2023-02-11,498,493,20
종묘,1617,2023-02-11,2052,2088,15
천왕역,328,2023-02-11,178,193,13
개화역,483,2023-02-11,106,101,16
마포유수지,503,2023-02-11,591,626,19
세종로,1260,2023-02-11,870,913,16
신대방역,60,2023-02-11,187,183,20
동대문,1092,2023-02-11,310,333,15
천호역,1432,2023-02-11,2074,2132,14
용산주차빌딩,561,2023-02-11,104,121,16
신천유수지,192,2023-02-11,115,128,15
신방화역,199,2023-02-11,148,161,12
훈련원공원,873,2023-02-11,277,299,12
가양라이품,38,2023-02-11,12,15,16
남산예장,40,2023-02-11,182,182,19
장안1동,74,2023-02-11,53,66,4
신월4동,46,2023-02-11,13,13,8
암사1동,99,2023-02-11,71,75,5
동구로,71,2023-02-11,25,23,22
장안2동,80,2023-02-11,44,47,23
웃우물,79,2023-02-11,44,46,23
잠실역,346,2023-02-12,880,900,12
구로디지털단지역,92,2023-02-12,212,227,17
개화산역,321,2023-02-12,130,135,17
수서역북,568,2023-02-12,232,222,23
수서역남,69,2023-02-12,57,62,13
복정역,362,2023-02-12,430,420,12
한강진역,176,2023-02-12,569,569,18
서울글로벌센터,44,2023-02-12,0,0,23
구파발역,399,2023-02-12,271,273,15
신설동,79,2023-02-12,238,221,15
영등포구청역,137,2023-02-12,79,69,23
적선노외,30,2023-02-12,42,47,17
도봉산역,364,2023-02-12,232,239,14
학여울역,180,2023-02-12,279,278,12
사당노외,183,2023-02-12,340,370,19
종묘,1617,2023-02-12,1394,1427,15
천왕역,328,2023-02-12,141,141,14
개화역,483,2023-02-12,64,77,13
마포유수지,503,2023-02-12,351,369,13
세종로,1260,2023-02-12,896,898,16
신대방역,60,2023-02-12,154,171,15
동대문,1092,2023-02-12,1293,542,0
천호역,1432,2023-02-12,1503,1511,13
용산주차빌딩,561,2023-02-12,48,49,7
신천유수지,192,2023-02-12,86,84,10
신방화역,199,2023-02-12,101,90,0
훈련원공원,873,2023-02-12,130,130,16
가양라이품,38,2023-02-12,4,4,19
남산예장,40,2023-02-12,173,173,8
장안1동,74,2023-02-12,41,35,23
신월4동,46,2023-02-12,10,5,23
암사1동,99,2023-02-12,83,82,7
동구로,71,2023-02-12,17,13,5
장안2동,80,2023-02-12,35,24,23
웃우물,79,2023-02-12,27,23,23
잠실역,346,2023-02-13,643,643,16
구로디지털단지역,92,2023-02-13,157,165,20
개화산역,321,2023-02-13,380,374,13
수서역북,568,2023-02-13,621,613,12
수서역남,69,2023-02-13,109,142,16
복정역,362,2023-02-13,386,385,13
한강진역,176,2023-02-13,288,289,14
서울글로벌센터,44,2023-02-13,80,84,15
구파발역,399,2023-02-13,713,674,14
신설동,79,2023-02-13,194,200,14
영등포구청역,137,2023-02-13,212,207,16
적선노외,30,2023-02-13,75,61,20
도봉산역,364,2023-02-13,439,437,11
학여울역,180,2023-02-13,106,101,12
사당노외,183,2023-02-13,433,428,20
종묘,1617,2023-02-13,1707,1664,14
천왕역,328,2023-02-13,393,384,12
개화역,483,2023-02-13,358,359,12
마포유수지,503,2023-02-13,836,825,19
세종로,1260,2023-02-13,598,579,13
신대방역,60,2023-02-13,142,142,20
동대문,1092,2023-02-13,1857,1673,0
천호역,1432,2023-02-13,1938,1944,12
용산주차빌딩,561,2023-02-13,444,419,15
신천유수지,192,2023-02-13,208,210,14
신방화역,199,2023-02-13,200,208,11
훈련원공원,873,2023-02-13,901,880,13
가양라이품,38,2023-02-13,32,30,15
남산예장,40,2023-02-13,169,169,12
장안1동,74,2023-02-13,66,66,23
신월4동,46,2023-02-13,19,22,9
암사1동,99,2023-02-13,80,82,4
동구로,71,2023-02-13,23,26,4
장안2동,80,2023-02-13,55,56,23
웃우물,79,2023-02-13,46,42,23
잠실역,346,2023-02-14,653,651,13
구로디지털단지역,92,2023-02-14,177,185,20
개화산역,321,2023-02-14,380,401,11
수서역북,568,2023-02-14,633,646,13
수서역남,69,2023-02-14,110,115,15
복정역,362,2023-02-14,391,388,15
한강진역,176,2023-02-14,438,440,14
서울글로벌센터,44,2023-02-14,74,78,15
구파발역,399,2023-02-14,726,689,16
신설동,79,2023-02-14,151,152,15
영등포구청역,137,2023-02-14,204,205,15
적선노외,30,2023-02-14,56,63,20
도봉산역,364,2023-02-14,432,430,12
학여울역,180,2023-02-14,101,96,16
사당노외,183,2023-02-14,448,448,20
종묘,1617,2023-02-14,1610,1621,15
천왕역,328,2023-02-14,419,425,12
개화역,483,2023-02-14,331,342,13
마포유수지,503,2023-02-14,820,853,19
세종로,1260,2023-02-14,850,853,20
신대방역,60,2023-02-14,163,167,15
동대문,1092,2023-02-14,1728,1870,1
천호역,1432,2023-02-14,1964,1958,14
용산주차빌딩,561,2023-02-14,401,406,16
신천유수지,192,2023-02-14,220,224,15
신방화역,199,2023-02-14,204,217,15
훈련원공원,873,2023-02-14,893,900,13
가양라이품,38,2023-02-14,33,34,15
남산예장,40,2023-02-14,176,174,10
장안1동,74,2023-02-14,55,61,3
신월4동,46,2023-02-14,20,18,16
암사1동,99,2023-02-14,81,79,22
동구로,71,2023-02-14,38,39,4
장안2동,80,2023-02-14,52,56,23
웃우물,79,2023-02-14,33,36,23
잠실역,346,2023-02-15,625,624,14
구로디지털단지역,92,2023-02-15,183,173,19
개화산역,321,2023-02-15,376,356,14
수서역북,568,2023-02-15,612,619,12
수서역남,69,2023-02-15,103,122,15
복정역,362,2023-02-15,368,375,13
한강진역,176,2023-02-15,380,376,17
서울글로벌센터,44,2023-02-15,75,79,16
구파발역,399,2023-02-15,707,667,13
신설동,79,2023-02-15,186,202,13
영등포구청역,137,2023-02-15,191,184,14
적선노외,30,2023-02-15,68,67,16
도봉산역,364,2023-02-15,417,404,13
학여울역,180,2023-02-15,104,107,10
사당노외,183,2023-02-15,445,443,19
종묘,1617,2023-02-15,1577,1582,14
천왕역,328,2023-02-15,389,384,14
개화역,483,2023-02-15,364,356,13
마포유수지,503,2023-02-15,833,838,19
세종로,1260,2023-02-15,801,818,15
신대방역,60,2023-02-15,151,159,13
동대문,1092,2023-02-15,1695,1713,0
천호역,1432,2023-02-15,1942,1982,12
용산주차빌딩,561,2023-02-15,426,428,16
신천유수지,192,2023-02-15,195,203,14
신방화역,199,2023-02-15,195,191,12
훈련원공원,873,2023-02-15,910,920,13
가양라이품,38,2023-02-15,32,32,15
남산예장,40,2023-02-15,181,183,12
장안1동,74,2023-02-15,73,71,4
신월4동,46,2023-02-15,20,21,14
암사1동,99,2023-02-15,88,84,21
동구로,71,2023-02-15,35,33,22
장안2동,80,2023-02-15,53,50,23
웃우물,79,2023-02-15,47,51,23
잠실역,346,2023-02-16,629,639,14
구로디지털단지역,92,2023-02-16,199,204,20
개화산역,321,2023-02-16,381,387,11
수서역북,568,2023-02-16,643,645,12
수서역남,69,2023-02-16,109,117,14
복정역,362,2023-02-16,374,376,14
한강진역,176,2023-02-16,339,347,14
서울글로벌센터,44,2023-02-16,54,56,15
구파발역,399,2023-02-16,697,665,14
신설동,79,2023-02-16,206,208,13
영등포구청역,137,2023-02-16,182,187,12
적선노외,30,2023-02-16,76,82,23
도봉산역,364,2023-02-16,417,425,14
학여울역,180,2023-02-16,95,96,12
사당노외,183,2023-02-16,437,442,19
종묘,1617,2023-02-16,1587,1609,14
천왕역,328,2023-02-16,382,384,13
개화역,483,2023-02-16,348,337,14
마포유수지,503,2023-02-16,913,916,20
세종로,1260,2023-02-16,821,830,19
신대방역,60,2023-02-16,172,171,21
동대문,1092,2023-02-16,1729,1712,0
천호역,1432,2023-02-16,1950,1945,14
용산주차빌딩,561,2023-02-16,391,393,17
신천유수지,192,2023-02-16,216,221,15
신방화역,199,2023-02-16,197,193,12
훈련원공원,873,2023-02-16,862,860,14
가양라이품,38,2023-02-16,35,33,13
남산예장,40,2023-02-16,178,178,11
장안1동,74,2023-02-16,73,71,23
신월4동,46,2023-02-16,22,23,9
암사1동,99,2023-02-16,83,77,22
동구로,71,2023-02-16,38,38,4
장안2동,80,2023-02-16,59,56,23
웃우물,79,2023-02-16,45,39,23
잠실역,346,2023-02-17,686,678,15
구로디지털단지역,92,2023-02-17,192,180,22
개화산역,321,2023-02-17,363,351,13
수서역북,568,2023-02-17,586,589,10
수서역남,69,2023-02-17,101,107,13
복정역,362,2023-02-17,407,410,13
한강진역,176,2023-02-17,438,439,14
서울글로벌센터,44,2023-02-17,65,70,11
구파발역,399,2023-02-17,729,697,15
신설동,79,2023-02-17,187,193,15
영등포구청역,137,2023-02-17,204,206,15
적선노외,30,2023-02-17,71,74,20
도봉산역,364,2023-02-17,430,430,13
학여울역,180,2023-02-17,92,96,13
사당노외,183,2023-02-17,459,451,20
종묘,1617,2023-02-17,1754,1755,15
천왕역,328,2023-02-17,387,394,12
개화역,483,2023-02-17,324,326,14
마포유수지,503,2023-02-17,843,868,20
세종로,1260,2023-02-17,826,842,20
신대방역,60,2023-02-17,189,186,14
동대문,1092,2023-02-17,687,1547,1
천호역,1432,2023-02-17,2088,2077,12
용산주차빌딩,561,2023-02-17,378,395,13
신천유수지,192,2023-02-17,214,224,12
신방화역,199,2023-02-17,181,183,16
훈련원공원,873,2023-02-17,828,854,13
가양라이품,38,2023-02-17,27,28,17
남산예장,40,2023-02-17,175,174,11
장안1동,74,2023-02-17,72,68,21
신월4동,46,2023-02-17,19,16,11
암사1동,99,2023-02-17,66,77,6
동구로,71,2023-02-17,31,34,6
장안2동,80,2023-02-17,50,59,23
웃우물,79,2023-02-17,42,45,23
잠실역,346,2023-02-22,3563,3693,16
구로디지털단지역,92,2023-02-22,950,985,20
개화산역,321,2023-02-22,1395,1458,16
수서역북,568,2023-02-22,2319,2308,16
수서역남,69,2023-02-22,385,436,16
복정역,362,2023-02-22,1688,1718,16
한강진역,176,2023-02-22,2051,2130,17
서울글로벌센터,44,2023-02-22,231,238,17
구파발역,399,2023-02-22,2935,2849,16
신설동,79,2023-02-22,904,930,16
영등포구청역,137,2023-02-22,734,703,16
적선노외,30,2023-02-22,321,329,22
도봉산역,364,2023-02-22,1717,1804,16
학여울역,180,2023-02-22,397,412,16
사당노외,183,2023-02-22,1931,1975,20
종묘,1617,2023-02-22,7688,7995,16
천왕역,328,2023-02-22,1450,1474,16
개화역,483,2023-02-22,1210,1252,16
마포유수지,503,2023-02-22,3240,3327,20
세종로,1260,2023-02-22,4103,4239,16
신대방역,60,2023-02-22,747,780,20
동대문,1092,2023-02-22,6801,6060,0
천호역,1432,2023-02-22,8922,9068,16
용산주차빌딩,561,2023-02-22,1400,1379,17
신천유수지,192,2023-02-22,820,872,16
신방화역,199,2023-02-22,775,793,16
훈련원공원,873,2023-02-22,3052,3077,16
가양라이품,38,2023-02-22,116,116,16
남산예장,40,2023-02-22,837,843,18
장안1동,74,2023-02-22,318,327,23
신월4동,46,2023-02-22,78,82,16
암사1동,99,2023-02-22,383,365,21
동구로,71,2023-02-22,151,140,23
장안2동,80,2023-02-22,244,244,23
웃우물,79,2023-02-22,209,209,23
잠실역,346,2023-02-23,636,626,14
구로디지털단지역,92,2023-02-23,146,154,20
개화산역,321,2023-02-23,362,357,13
수서역북,568,2023-02-23,649,659,11
수서역남,69,2023-02-23,105,115,14
복정역,362,2023-02-23,393,399,13
한강진역,176,2023-02-23,373,376,13
서울글로벌센터,44,2023-02-23,71,81,15
구파발역,399,2023-02-23,666,630,16
신설동,79,2023-02-23,227,228,16
영등포구청역,137,2023-02-23,170,171,14
적선노외,30,2023-02-23,69,67,21
도봉산역,364,2023-02-23,423,427,13
학여울역,180,2023-02-23,100,100,13
사당노외,183,2023-02-23,460,455,20
종묘,1617,2023-02-23,1681,1687,13
천왕역,328,2023-02-23,387,395,12
개화역,483,2023-02-23,358,362,13
마포유수지,503,2023-02-23,889,891,20
세종로,1260,2023-02-23,879,886,20
신대방역,60,2023-02-23,133,140,14
동대문,1092,2023-02-23,1709,1704,0
천호역,1432,2023-02-23,1959,1989,12
용산주차빌딩,561,2023-02-23,402,401,17
신천유수지,192,2023-02-23,213,219,15
신방화역,199,2023-02-23,194,198,17
훈련원공원,873,2023-02-23,870,890,13
가양라이품,38,2023-02-23,37,33,16
남산예장,40,2023-02-23,181,179,20
장안1동,74,2023-02-23,69,72,4
신월4동,46,2023-02-23,14,17,12
암사1동,99,2023-02-23,80,77,0
동구로,71,2023-02-23,33,35,21
장안2동,80,2023-02-23,52,54,23
웃우물,79,2023-02-23,50,48,23
잠실역,346,2023-02-24,709,721,14
구로디지털단지역,92,2023-02-24,216,210,21
개화산역,321,2023-02-24,368,367,12
수서역북,568,2023-02-24,619,639,10
수서역남,69,2023-02-24,105,116,13
복정역,362,2023-02-24,373,385,13
한강진역,176,2023-02-24,422,425,14
서울글로벌센터,44,2023-02-24,66,69,15
구파발역,399,2023-02-24,756,717,15
신설동,79,2023-02-24,194,203,15
영등포구청역,137,2023-02-24,172,181,16
적선노외,30,2023-02-24,92,96,14
도봉산역,364,2023-02-24,422,443,13
학여울역,180,2023-02-24,197,197,14
사당노외,183,2023-02-24,466,460,19
종묘,1617,2023-02-24,1749,1789,14
천왕역,328,2023-02-24,379,381,11
개화역,483,2023-02-24,345,337,16
마포유수지,503,2023-02-24,806,825,19
세종로,1260,2023-02-24,888,912,19
신대방역,60,2023-02-24,150,151,16
동대문,1092,2023-02-24,728,1580,1
천호역,1432,2023-02-24,2013,2018,12
용산주차빌딩,561,2023-02-24,383,398,16
신천유수지,192,2023-02-24,201,211,13
신방화역,199,2023-02-24,202,215,10
훈련원공원,873,2023-02-24,848,865,13
가양라이품,38,2023-02-24,37,38,14
남산예장,40,2023-02-24,176,175,8
장안1동,74,2023-02-24,74,76,23
신월4동,46,2023-02-24,19,12,18
암사1동,99,2023-02-24,72,74,1
동구로,71,2023-02-24,41,43,4
장안2동,80,2023-02-24,63,62,23
웃우물,79,2023-02-24,50,54,23
잠실역,346,2023-02-25,980,993,15
구로디지털단지역,92,2023-02-25,232,229,19
개화산역,321,2023-02-25,172,173,12
수서역북,568,2023-02-25,276,293,13
수서역남,69,2023-02-25,67,76,14
복정역,362,2023-02-25,170,190,14
한강진역,176,2023-02-25,551,553,19
서울글로벌센터,44,2023-02-25,0,0,23
구파발역,399,2023-02-25,492,485,12
신설동,79,2023-02-25,235,243,15
영등포구청역,137,2023-02-25,90,86,15
적선노외,30,2023-02-25,47,52,17
도봉산역,364,2023-02-25,350,367,13
학여울역,180,2023-02-25,78,90,12
사당노외,183,2023-02-25,439,470,20
종묘,1617,2023-02-25,1905,1959,15
천왕역,328,2023-02-25,169,179,12
개화역,483,2023-02-25,132,129,16
마포유수지,503,2023-02-25,593,640,19
세종로,1260,2023-02-25,860,882,15
신대방역,60,2023-02-25,186,188,19
동대문,1092,2023-02-25,372,382,14
천호역,1432,2023-02-25,1983,2051,13
용산주차빌딩,561,2023-02-25,104,119,16
신천유수지,192,2023-02-25,100,106,15
신방화역,199,2023-02-25,122,133,12
훈련원공원,873,2023-02-25,294,331,12
가양라이품,38,2023-02-25,12,14,17
남산예장,40,2023-02-25,192,192,19
장안1동,74,2023-02-25,53,56,4
신월4동,46,2023-02-25,10,16,9
암사1동,99,2023-02-25,63,63,21
동구로,71,2023-02-25,27,24,23
장안2동,80,2023-02-25,34,38,23
웃우물,79,2023-02-25,44,41,23
잠실역,346,2023-02-26,875,908,16
구로디지털단지역,92,2023-02-26,182,198,18
개화산역,321,2023-02-26,133,144,14
수서역북,568,2023-02-26,218,217,12
수서역남,69,2023-02-26,35,44,15
복정역,362,2023-02-26,460,462,12
한강진역,176,2023-02-26,483,473,18
서울글로벌센터,44,2023-02-26,0,0,23
구파발역,399,2023-02-26,312,310,15
신설동,79,2023-02-26,213,225,16
영등포구청역,137,2023-02-26,82,71,12
적선노외,30,2023-02-26,54,51,18
도봉산역,364,2023-02-26,273,271,13
학여울역,180,2023-02-26,198,197,13
사당노외,183,2023-02-26,375,402,19
종묘,1617,2023-02-26,1415,1506,14
천왕역,328,2023-02-26,120,125,13
개화역,483,2023-02-26,83,101,16
마포유수지,503,2023-02-26,346,372,14
세종로,1260,2023-02-26,971,1006,15
신대방역,60,2023-02-26,165,186,14
동대문,1092,2023-02-26,1340,612,0
천호역,1432,2023-02-26,1619,1658,13
용산주차빌딩,561,2023-02-26,53,49,8
신천유수지,192,2023-02-26,100,110,16
신방화역,199,2023-02-26,99,97,17
훈련원공원,873,2023-02-26,150,137,23
가양라이품,38,2023-02-26,11,10,12
남산예장,40,2023-02-26,187,187,7
장안1동,74,2023-02-26,58,50,21
신월4동,46,2023-02-26,11,7,23
암사1동,99,2023-02-26,77,76,12
동구로,71,2023-02-26,25,20,22
장안2동,80,2023-02-26,33,28,23
웃우물,79,2023-02-26,40,42,23
잠실역,346,2023-02-27,599,594,14
구로디지털단지역,92,2023-02-27,166,163,20
개화산역,321,2023-02-27,379,369,13
수서역북,568,2023-02-27,605,591,14
수서역남,69,2023-02-27,98,112,10
복정역,362,2023-02-27,339,347,15
한강진역,176,2023-02-27,309,348,16
서울글로벌센터,44,2023-02-27,64,65,15
구파발역,399,2023-02-27,731,700,16
신설동,79,2023-02-27,211,220,14
영등포구청역,137,2023-02-27,227,215,14
적선노외,30,2023-02-27,57,52,21
도봉산역,364,2023-02-27,419,425,13
학여울역,180,2023-02-27,93,84,18
사당노외,183,2023-02-27,409,410,20
종묘,1617,2023-02-27,1706,1674,14
천왕역,328,2023-02-27,403,390,12
개화역,483,2023-02-27,334,339,12
마포유수지,503,2023-02-27,806,784,20
세종로,1260,2023-02-27,712,700,14
신대방역,60,2023-02-27,163,169,14
동대문,1092,2023-02-27,1939,1792,0
천호역,1432,2023-02-27,1852,1835,11
용산주차빌딩,561,2023-02-27,423,406,15
신천유수지,192,2023-02-27,205,212,15
신방화역,199,2023-02-27,195,191,11
훈련원공원,873,2023-02-27,877,833,13
가양라이품,38,2023-02-27,34,33,14
남산예장,40,2023-02-27,170,173,11
장안1동,74,2023-02-27,76,100,8
신월4동,46,2023-02-27,20,19,16
암사1동,99,2023-02-27,79,73,3
동구로,71,2023-02-27,29,36,4
장안2동,80,2023-02-27,50,52,23
웃우물,79,2023-02-27,53,53,23
구로디지털단지역,92,2023-02-28,201,188,23
암사1동,99,2023-02-28,62,66,1
서울글로벌센터,44,2023-02-28,61,66,12
개화역,483,2023-02-28,318,330,15
신천유수지,192,2023-02-28,218,236,15
신설동,79,2023-02-28,144,145,12
웃우물,79,2023-02-28,43,49,23
한강진역,176,2023-02-28,408,413,15
천호역,1432,2023-02-28,1957,1950,12
학여울역,180,2023-02-28,83,89,13
동구로,71,2023-02-28,33,35,22
영등포구청역,137,2023-02-28,231,242,13
도봉산역,364,2023-02-28,436,421,13
개화산역,321,2023-02-28,368,377,12
동대문,1092,2023-02-28,1888,1902,0
훈련원공원,873,2023-02-28,882,926,13
남산예장,40,2023-02-28,180,180,17
마포유수지,503,2023-02-28,890,868,20
신월4동,46,2023-02-28,19,21,12
가양라이품,38,2023-02-28,37,37,15
세종로,1260,2023-02-28,879,901,20
천왕역,328,2023-02-28,380,379,12
수서역북,568,2023-02-28,604,615,10
장안1동,74,2023-02-28,70,81,4
잠실역,346,2023-02-28,665,659,15
신대방역,60,2023-02-28,165,170,18
장안2동,80,2023-02-28,52,52,23
사당노외,183,2023-02-28,452,439,20
용산주차빌딩,561,2023-02-28,385,394,12
복정역,362,2023-02-28,369,371,14
수서역남,69,2023-02-28,107,118,14
구파발역,399,2023-02-28,761,720,12
적선노외,30,2023-02-28,66,68,17
신방화역,199,2023-02-28,206,209,13
종묘,1617,2023-02-28,1626,1617,14
잠실역,346,2023-03-01,657,682,16
구로디지털단지역,92,2023-03-01,158,184,18
개화산역,321,2023-03-01,164,158,12
수서역북,568,2023-03-01,245,254,1
수서역남,69,2023-03-01,58,73,9
복정역,362,2023-03-01,141,149,14
한강진역,176,2023-03-01,539,543,17
서울글로벌센터,44,2023-03-01,0,0,23
구파발역,399,2023-03-01,380,385,15
신설동,79,2023-03-01,229,231,16
영등포구청역,137,2023-03-01,77,73,0
적선노외,30,2023-03-01,58,60,14
도봉산역,364,2023-03-01,305,327,12
학여울역,180,2023-03-01,51,49,19
사당노외,183,2023-03-01,320,346,19
종묘,1617,2023-03-01,1622,1680,14
천왕역,328,2023-03-01,146,157,14
개화역,483,2023-03-01,91,99,14
마포유수지,503,2023-03-01,586,652,13
세종로,1260,2023-03-01,848,880,15
신대방역,60,2023-03-01,145,150,15
동대문,1092,2023-03-01,1585,1758,1
천호역,1432,2023-03-01,1290,1355,14
용산주차빌딩,561,2023-03-01,70,78,9
신천유수지,192,2023-03-01,116,123,16
신방화역,199,2023-03-01,121,118,11
훈련원공원,873,2023-03-01,446,460,12
가양라이품,38,2023-03-01,13,19,11
남산예장,40,2023-03-01,189,190,14
장안1동,74,2023-03-01,70,62,22
신월4동,46,2023-03-01,21,16,20
